Repo,1,2,3,4,5,6,7,8,9,10
apple/foundationdb,1,0,0,0,0,0,0,0,0,0
sammchardy/python-binance,0,0,0,0,0,0,0,0,0,0
checkstyle/checkstyle,18,8,5,3,1,0,0,0,0,0
nfl/react-helmet,3,3,0,0,0,0,0,0,0,0
sindresorhus/github-markdown-css,7,3,1,0,0,0,0,0,0,0
tesseract-ocr/tessdata,0,0,0,0,0,0,0,0,0,0
folke/lazy.nvim,120,120,95,72,68,57,50,47,42,42
kelseyhightower/nocode,0,0,0,0,0,0,0,0,0,0
p0deje/Maccy,43,27,22,22,16,12,9,8,5,3
apache/shenyu,1,1,1,1,1,1,1,1,1,1
